,mean,std
mask1_T1C_firstorder_Median,0.237640769,0.044559418
mask2_T1C_glrlm_LongRunLowGrayLevelEmphasis,0.237371554,0.044653049
mask1_T2_glszm_ZonePercentage,0.237352487,0.045472008
mask1_T2_glcm_ClusterTendency,0.23662058,0.044959766
mask1_T1C_glcm_Idn,0.236549302,0.043187193
mask2_T2_glrlm_ShortRunEmphasis,0.236527842,0.044547512
mask2_T2_glszm_HighGrayLevelZoneEmphasis,0.236333426,0.045820066
mask2_T2_glszm_GrayLevelNonUniformity,0.235880926,0.044357301
mask1_T2_shape_Maximum2DDiameterColumn,0.235419204,0.0459659
mask2_T1C_glrlm_LowGrayLevelRunEmphasis,0.235381156,0.043665889
mask2_T2_glszm_SizeZoneNonUniformity,0.235328117,0.044773239
mask2_T2_glcm_Imc1,0.235315372,0.045627836
mask2_T2_glcm_ClusterTendency,0.235015971,0.045205912
mask2_T1C_glcm_ClusterProminence,0.234919236,0.04638147
mask1_T2_ngtdm_Coarseness,0.234823126,0.043053067
mask1_T1C_glszm_GrayLevelNonUniformity,0.234697908,0.044379529
mask2_T1C_glrlm_RunPercentage,0.234552151,0.045034463
mask2_T2_glcm_JointEnergy,0.234162213,0.043943065
mask2_T2_glrlm_ShortRunHighGrayLevelEmphasis,0.233405041,0.043782943
mask2_T2_glcm_DifferenceVariance,0.233402781,0.044942215
mask2_T1C_glrlm_ShortRunEmphasis,0.233374824,0.045147983
mask2_T2_shape_Maximum2DDiameterColumn,0.233277901,0.04311496
mask1_T1C_firstorder_RobustMeanAbsoluteDeviation,0.233218528,0.042931214
mask2_T2_glszm_LargeAreaEmphasis,0.233135827,0.045268767
mask1_T2_shape_Flatness,0.233042922,0.046465913
mask1_T2_glcm_Idn,0.23303877,0.043431986
mask2_T2_glrlm_LongRunLowGrayLevelEmphasis,0.232921956,0.046633798
mask1_T1C_glrlm_LongRunEmphasis,0.232600422,0.044927433
mask2_T1C_glszm_SmallAreaEmphasis,0.232453109,0.044120225
mask1_T1C_glrlm_LongRunLowGrayLevelEmphasis,0.232443253,0.045560533
mask1_T2_glcm_JointEnergy,0.232351912,0.041403565
mask2_T1C_glrlm_GrayLevelNonUniformityNormalized,0.232153964,0.043534809
mask2_T2_shape_SurfaceVolumeRatio,0.231986661,0.043135366
mask2_T1C_glrlm_GrayLevelNonUniformity,0.231927526,0.045408425
mask1_T1C_glrlm_GrayLevelNonUniformityNormalized,0.231927401,0.045692193
mask1_T2_shape_MinorAxisLength,0.23163223,0.047826714
mask2_T2_firstorder_Skewness,0.231611157,0.041974358
mask1_T2_glcm_MaximumProbability,0.231545529,0.042974163
mask1_T1C_firstorder_Mean,0.231351205,0.044257235
mask2_T2_glrlm_LongRunHighGrayLevelEmphasis,0.231242618,0.044641591
mask2_T1C_glszm_HighGrayLevelZoneEmphasis,0.231043734,0.044196768
mask2_T1C_firstorder_10Percentile,0.23103419,0.045018861
mask2_T1C_glszm_ZoneEntropy,0.230653913,0.042772112
mask2_T1C_glcm_SumEntropy,0.230475348,0.043170907
mask2_T1C_glrlm_LongRunEmphasis,0.23028314,0.045022996
mask1_T2_glcm_SumSquares,0.229904186,0.045175605
mask1_T1C_glrlm_RunLengthNonUniformity,0.229833057,0.043373253
mask1_T2_firstorder_Range,0.22978576,0.042713689
mask1_T1C_ngtdm_Contrast,0.229726219,0.044134712
mask1_T2_shape_LeastAxisLength,0.229465514,0.044364401
mask2_T2_glcm_ClusterProminence,0.229285651,0.046902468
mask1_T2_firstorder_Energy,0.228788038,0.045347545
mask1_T2_glrlm_RunEntropy,0.228716477,0.042292085
mask1_T2_glszm_GrayLevelVariance,0.228329699,0.042293314
mask1_T1C_glszm_LargeAreaHighGrayLevelEmphasis,0.228311027,0.042414959
mask1_T1C_glcm_DifferenceVariance,0.228187321,0.045260975
mask1_T1C_glrlm_RunPercentage,0.227675966,0.043674132
mask2_T1C_glcm_JointEnergy,0.227462005,0.046040329
mask1_T1C_glszm_SmallAreaLowGrayLevelEmphasis,0.227457931,0.044183403
mask1_T2_glrlm_RunVariance,0.227279582,0.044324034
mask2_T2_glcm_MaximumProbability,0.227216219,0.04286544
mask1_T1C_glszm_SizeZoneNonUniformity,0.226926577,0.044275641
mask1_T2_firstorder_10Percentile,0.226639248,0.043610747
mask1_T1C_firstorder_RootMeanSquared,0.226534527,0.044489726
mask2_T1C_firstorder_Energy,0.226500527,0.042150838
mask2_T2_ngtdm_Strength,0.225984676,0.044845662
mask1_T2_firstorder_RootMeanSquared,0.225683595,0.046406728
mask2_T1C_glcm_SumSquares,0.225517912,0.043631113
mask2_T1C_firstorder_Maximum,0.225510097,0.043233303
mask2_T1C_glszm_LowGrayLevelZoneEmphasis,0.225500466,0.044788989
mask1_T2_firstorder_Entropy,0.225097789,0.045588296
mask2_T1C_glcm_Idmn,0.22509764,0.045311623
mask2_T1C_glszm_LargeAreaLowGrayLevelEmphasis,0.224616558,0.045371198
mask2_T1C_glszm_SizeZoneNonUniformityNormalized,0.224553747,0.044728974
mask2_T2_glcm_MCC,0.224478208,0.04676931
mask2_T2_glszm_SizeZoneNonUniformityNormalized,0.223944165,0.044909234
mask1_T2_firstorder_RobustMeanAbsoluteDeviation,0.22358212,0.044028218
mask2_T2_glszm_LowGrayLevelZoneEmphasis,0.223541475,0.042669892
mask2_T1C_glrlm_RunLengthNonUniformityNormalized,0.223359024,0.045422416
mask1_T2_glszm_SizeZoneNonUniformityNormalized,0.223270592,0.046224372
mask1_T2_glcm_DifferenceAverage,0.223193906,0.042503126
mask1_T1C_glrlm_LongRunHighGrayLevelEmphasis,0.222814237,0.044047723
mask2_T1C_firstorder_Variance,0.222789002,0.043700485
mask1_T1C_glcm_JointEnergy,0.22241148,0.043405895
mask1_T2_glszm_SmallAreaHighGrayLevelEmphasis,0.222404287,0.042879654
mask1_T2_shape_Elongation,0.2221593,0.04760179
mask2_T2_glszm_ZoneEntropy,0.222133089,0.045656436
mask1_T2_glcm_ClusterProminence,0.221810111,0.04426698
mask1_T1C_firstorder_Variance,0.221409725,0.042489044
mask2_T1C_glszm_LargeAreaEmphasis,0.221277123,0.044089387
mask1_T1C_glszm_GrayLevelNonUniformityNormalized,0.220615244,0.045780883
mask1_T1C_glrlm_RunEntropy,0.220468534,0.045801712
mask1_T2_shape_Maximum2DDiameterRow,0.2199779,0.04423214
mask1_T1C_glcm_Imc1,0.219769376,0.044574828
mask2_T1C_glcm_Idn,0.219623366,0.043922635
mask1_T1C_glcm_InverseVariance,0.219217422,0.044465012
mask2_T2_firstorder_Kurtosis,0.219100019,0.045488161
mask1_T1C_ngtdm_Coarseness,0.219042253,0.044799829
mask2_T2_firstorder_Mean,0.218571094,0.045789871
mask1_T2_glszm_LargeAreaHighGrayLevelEmphasis,0.218560949,0.047585533
mask2_T1C_ngtdm_Complexity,0.218411031,0.044164496
mask2_T2_glrlm_LowGrayLevelRunEmphasis,0.2181563,0.042308796
mask1_T2_glcm_Imc1,0.217896503,0.042129414
mask1_T2_glszm_LargeAreaLowGrayLevelEmphasis,0.2178521,0.044595782
mask1_T2_glrlm_GrayLevelVariance,0.217736449,0.043498953
mask1_T2_glcm_ClusterShade,0.217579866,0.045761547
mask2_T2_firstorder_RootMeanSquared,0.217550942,0.045759972
mask2_T1C_glcm_Imc1,0.217230178,0.044300156
mask2_T2_glrlm_LongRunEmphasis,0.217117072,0.043352363
mask2_T1C_glcm_Correlation,0.216925479,0.045384748
mask1_T2_glszm_GrayLevelNonUniformity,0.216904703,0.043938353
mask1_T2_shape_Maximum3DDiameter,0.216870703,0.044068223
mask2_T1C_glcm_JointEntropy,0.216630075,0.044799256
mask2_T1C_glszm_LargeAreaHighGrayLevelEmphasis,0.21654807,0.043685186
mask1_T1C_ngtdm_Strength,0.216464876,0.045048609
mask1_T1C_firstorder_Skewness,0.215991146,0.044063053
mask1_T2_firstorder_Mean,0.215495313,0.045009499
mask1_T1C_glcm_Imc2,0.214920722,0.043464013
mask2_T2_glszm_GrayLevelNonUniformityNormalized,0.214847251,0.042939777
mask1_T1C_ngtdm_Complexity,0.214777274,0.044091843
mask2_T2_glszm_SmallAreaLowGrayLevelEmphasis,0.214190709,0.043730357
mask1_T1C_firstorder_InterquartileRange,0.214136259,0.043612007
mask1_T1C_ngtdm_Busyness,0.214085254,0.042311687
mask2_T1C_glszm_SmallAreaHighGrayLevelEmphasis,0.21391958,0.043426905
mask2_T2_glszm_ZonePercentage,0.213903242,0.044614528
mask1_T2_glszm_SizeZoneNonUniformity,0.213875463,0.043446671
mask2_T1C_glcm_Contrast,0.213827854,0.045305558
mask2_T2_glrlm_ShortRunLowGrayLevelEmphasis,0.213616586,0.043895969
mask1_T2_glcm_InverseVariance,0.213602723,0.044073282
mask2_T1C_glcm_DifferenceVariance,0.213517275,0.044449605
mask2_T1C_glcm_Idm,0.213349477,0.045042108
mask2_T2_glszm_LargeAreaHighGrayLevelEmphasis,0.213161599,0.044394669
mask2_T1C_glszm_SmallAreaLowGrayLevelEmphasis,0.213077178,0.045946426
mask2_T2_glrlm_RunVariance,0.212725134,0.04583629
mask2_T1C_glszm_ZonePercentage,0.212134295,0.0449485
mask1_T2_firstorder_MeanAbsoluteDeviation,0.212062917,0.043332111
mask1_T1C_glcm_Idm,0.211892692,0.044418147
mask2_T1C_glszm_ZoneVariance,0.211624071,0.043452959
mask1_T2_glcm_Imc2,0.211026888,0.044197686
mask2_T1C_glcm_Id,0.210811154,0.044241036
mask2_T2_glszm_SmallAreaHighGrayLevelEmphasis,0.210630563,0.045440839
mask1_T2_ngtdm_Complexity,0.210482773,0.043419503
mask1_T1C_glszm_SmallAreaHighGrayLevelEmphasis,0.210035893,0.04418615
mask1_T2_glszm_LargeAreaEmphasis,0.20976939,0.043348453
mask2_T1C_glcm_DifferenceEntropy,0.209679728,0.045231665
mask1_T1C_glszm_ZoneEntropy,0.209350682,0.045185525
mask2_T1C_glcm_MaximumProbability,0.209148654,0.044685112
mask1_T1C_glrlm_HighGrayLevelRunEmphasis,0.208839554,0.044199962
mask1_T2_glrlm_RunLengthNonUniformity,0.208585034,0.044700239
mask1_T2_ngtdm_Contrast,0.208180055,0.043786545
mask1_T2_glszm_ZoneVariance,0.2079272,0.042902107
mask1_T1C_glrlm_ShortRunHighGrayLevelEmphasis,0.207743476,0.043512475
mask1_T1C_glszm_ZoneVariance,0.207201619,0.042900086
mask1_T1C_glcm_ClusterShade,0.206975915,0.045014033
mask2_T2_glrlm_RunEntropy,0.206290022,0.042831082
mask1_T2_glrlm_LongRunHighGrayLevelEmphasis,0.206259237,0.043542448
mask1_T1C_glrlm_GrayLevelNonUniformity,0.206104499,0.044044217
mask1_T1C_firstorder_Maximum,0.206069589,0.043536268
mask2_T1C_glcm_ClusterTendency,0.205611635,0.045984325
mask1_T1C_firstorder_Minimum,0.205530485,0.044249925
mask1_T1C_glszm_LargeAreaLowGrayLevelEmphasis,0.204936293,0.043817265
mask1_T2_glszm_LowGrayLevelZoneEmphasis,0.204735094,0.044268482
mask1_T1C_glcm_ClusterTendency,0.204698109,0.041678794
mask1_T1C_glcm_Id,0.204514349,0.045291017
mask2_T2_ngtdm_Busyness,0.204360948,0.046174387
mask1_T2_glszm_ZoneEntropy,0.204311862,0.044663517
mask1_T2_ngtdm_Strength,0.203740931,0.043994541
mask1_T2_shape_Maximum2DDiameterSlice,0.203511942,0.044168733
mask2_T1C_glrlm_RunVariance,0.203150556,0.043623458
mask1_T1C_glszm_LargeAreaEmphasis,0.202990761,0.042627156
mask2_T2_glszm_GrayLevelVariance,0.202962598,0.043570136
mask1_T1C_glrlm_ShortRunLowGrayLevelEmphasis,0.202952065,0.044846352
mask1_T1C_glszm_SmallAreaEmphasis,0.202926169,0.042704194
mask1_T1C_glrlm_GrayLevelVariance,0.202896621,0.041954623
mask2_T2_glcm_JointAverage,0.202696871,0.043048218
mask2_T2_glcm_SumAverage,0.202696871,0.043048218
mask1_T1C_glszm_SizeZoneNonUniformityNormalized,0.202695745,0.043940504
mask1_T2_glszm_SmallAreaEmphasis,0.202519987,0.044875548
mask2_T2_shape_Elongation,0.201835248,0.045237485
mask1_T1C_glcm_JointEntropy,0.201737493,0.043368922
mask1_T1C_firstorder_10Percentile,0.200940075,0.043944245
mask1_T2_shape_MajorAxisLength,0.199909211,0.043403454
mask1_T2_shape_SurfaceArea,0.199883573,0.044912089
mask1_T2_firstorder_90Percentile,0.19971756,0.043190344
mask1_T2_glrlm_GrayLevelNonUniformity,0.199707054,0.042134635
mask2_T2_glcm_Imc2,0.198259531,0.041834038
mask1_T1C_firstorder_Energy,0.197997595,0.044338903
mask1_T1C_glcm_ClusterProminence,0.197950098,0.04549186
mask2_T1C_ngtdm_Contrast,0.197815648,0.043826879
mask1_T2_shape_VoxelVolume,0.197784113,0.043685462
mask1_T2_firstorder_Variance,0.19730572,0.044038567
mask1_T1C_glcm_SumSquares,0.196666567,0.041895378
mask2_T1C_firstorder_Range,0.196592126,0.0434398
mask2_T2_glszm_SmallAreaEmphasis,0.196210621,0.043836823
mask1_T2_ngtdm_Busyness,0.194257626,0.045457844
mask2_T1C_glcm_DifferenceAverage,0.192879642,0.043536687
mask1_T1C_glrlm_RunVariance,0.192858976,0.044651243
mask1_T1C_glcm_JointAverage,0.19252126,0.044045611
mask1_T1C_glcm_SumAverage,0.19252126,0.044045611
mask1_T1C_glszm_HighGrayLevelZoneEmphasis,0.190969897,0.04528252
mask2_T1C_glcm_InverseVariance,0.190221698,0.045640742
mask1_T2_glrlm_ShortRunLowGrayLevelEmphasis,0.189330636,0.04280299
mask1_T2_shape_MeshVolume,0.188896032,0.044500598
mask1_T2_firstorder_InterquartileRange,0.184097734,0.043238758
mask1_T2_glszm_GrayLevelNonUniformityNormalized,0.182869671,0.042577289
mask1_T1C_glrlm_LowGrayLevelRunEmphasis,0.182275468,0.04607597
mask1_T1C_glcm_Autocorrelation,0.181159182,0.043518876
mask2_T2_shape_Flatness,0.180740029,0.043970465
mask2_T2_glcm_Correlation,0.17888609,0.043291076
mask2_T2_glrlm_HighGrayLevelRunEmphasis,0.178615437,0.042311666
